회원번호,가격구간,uplift_logit,uplift_rf,double_verified,single_verified,revenue_risk_flag,targeting_tier,age_band_h4,gender_h4,region_tier,frequency,monetary,recency_days
349172992,Q3,0.0494679400522117,0.1355501720466588,True,False,False,Tier1_최우선,50s,F,Tier1_새벽배송가능권(가정),15,506332,2
1523349120,Q2,0.0429376406985464,0.1333314812145195,True,False,False,Tier1_최우선,30s,F,Tier2_익일배송표준권(가정),15,410511,5
1520561408,Q3,0.1250096694562879,0.1325331971876577,True,False,False,Tier1_최우선,30s,M,Tier1_새벽배송가능권(가정),11,510786,16
75438976,Q4_고가,0.0575788620273803,0.1324092964704308,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),13,1021801,0
238379072,Q4_고가,0.0427624867631384,0.1317150276884745,True,False,False,Tier1_최우선,40s,F,Tier2_익일배송표준권(가정),12,771988,4
1010144704,Q2,0.0497837764680315,0.1314776756068096,True,False,False,Tier1_최우선,60+,M,Tier2_익일배송표준권(가정),58,1256767,61
850524992,Q4_고가,0.0454362746234483,0.129343713225447,True,False,False,Tier1_최우선,40s,F,Tier2_익일배송표준권(가정),13,763782,3
328602944,Q3,0.0354835599261557,0.1288725094783902,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),12,441462,9
965598848,Q2,0.0319163525378349,0.1283633351513946,True,False,False,Tier1_최우선,30s,F,Tier1_새벽배송가능권(가정),15,407042,12
1066225600,Q3,0.0379262971170804,0.1268970707272501,True,False,False,Tier1_최우선,30s,F,Tier2_익일배송표준권(가정),12,532685,7
310699968,Q3,0.0340295906561308,0.1263480820056307,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),15,542586,9
279736320,Q1_저가,0.0362859677084902,0.1258669890939268,True,False,False,Tier1_최우선,60+,F,Tier3_배송취약권(가정),14,214893,12
597943808,Q4_고가,0.0281898575621803,0.1253059917122144,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),15,708024,12
769798272,Q1_저가,0.1286989944568928,0.1250664484544634,True,False,False,Tier1_최우선,30s,M,Tier3_배송취약권(가정),15,117354,12
777808768,Q3,0.03951765494568,0.1250076563153869,True,False,False,Tier1_최우선,50s,F,Tier2_익일배송표준권(가정),14,542161,6
42955264,Q4_고가,0.027446376600463,0.1249067397669972,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),12,881780,11
1280359744,Q3,0.1185892916393004,0.1246404414203091,True,False,False,Tier1_최우선,50s,M,Tier1_새벽배송가능권(가정),14,578440,16
152184576,Q4_고가,0.0553347390536634,0.1245653006370168,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),15,772800,0
204323328,Q4_고가,0.0537095905915722,0.1241087679461089,True,False,False,Tier1_최우선,40s,F,Tier2_익일배송표준권(가정),12,896809,1
384858304,Q3,0.0356462482030628,0.1239901172211909,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),15,695793,7
64861632,Q4_고가,0.0325547560209004,0.1220883947856511,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),12,1595910,6
71465280,Q4_고가,0.0468636729415279,0.1217948950199234,True,False,False,Tier1_최우선,60+,F,Tier2_익일배송표준권(가정),14,921055,2
819869440,Q3,0.0326135863790841,0.1212491912706004,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),13,437635,11
762184960,Q3,0.0491645404985842,0.1201571339564528,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),14,635583,2
1444912704,Q3,0.0913220348149136,0.1197793934795048,True,False,False,Tier1_최우선,<30,M,Tier3_배송취약권(가정),24,913243,29
82426816,Q3,0.0338092410249872,0.1180160021136254,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),13,571886,9
437345984,Q1_저가,0.0361013111696779,0.1179934975721528,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),13,182072,13
1345033920,Q3,0.0293153731035221,0.1168533600412065,True,False,False,Tier1_최우선,30s,F,Tier2_익일배송표준권(가정),12,456672,13
1223250624,Q1_저가,0.0423822665128608,0.1163458092617794,True,False,False,Tier1_최우선,30s,F,Tier2_익일배송표준권(가정),15,248672,7
714363264,Q2,0.051054985259006,0.1156825553196431,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),15,389637,2
444354240,Q4_고가,0.0404413827503594,0.1151328763690788,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),12,1088365,4
861712960,Q3,0.0374259408749446,0.1150662000335757,True,False,False,Tier1_최우선,<30,F,Tier3_배송취약권(가정),15,529715,7
154396928,Q2,0.0563089702501825,0.1132398380417489,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),14,377429,1
86940608,Q3,0.0490449238325673,0.1127379952160598,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),14,647937,2
85413120,Q3,0.0505516297281887,0.1123807032073385,True,False,False,Tier1_최우선,60+,F,Tier2_익일배송표준권(가정),14,508563,2
489321408,Q3,0.0528785589167837,0.1122215525821062,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),12,486349,2
761596608,Q4_고가,0.0384482228260364,0.1119147831660966,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),13,663591,6
1057712128,Q3,0.0364720982373448,0.1118788974343782,True,False,False,Tier1_최우선,30s,F,Tier1_새벽배송가능권(가정),14,490184,8
62361600,Q1_저가,0.0308467873969584,0.1116865630558385,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),2,9859,8
46348032,Q3,0.0292216213818323,0.1087517599445082,True,False,False,Tier1_최우선,40s,F,Tier1_새벽배송가능권(가정),14,501913,13
261618048,Q3,0.0422246187557737,0.1080868940704063,True,False,False,Tier1_최우선,30s,F,Tier1_새벽배송가능권(가정),15,656932,4
354419904,Q4_고가,0.0307710732445817,0.1073632316608986,True,False,False,Tier1_최우선,40s,F,Tier1_새벽배송가능권(가정),13,2077718,6
447960448,Q4_고가,0.0429592944800008,0.1067962375942239,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),13,704275,4
306117504,Q3,0.0394141513302219,0.106298244736373,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),14,550704,6
1336583552,Q3,0.1062317963237741,0.1061652768822576,True,False,False,Tier1_최우선,40s,M,Tier2_익일배송표준권(가정),13,432401,59
1007830272,Q1_저가,0.0556618949984759,0.1057593658937564,True,False,False,Tier1_최우선,40s,F,Tier2_익일배송표준권(가정),14,224655,2
348768384,Q1_저가,0.0460104375811202,0.1054239372723723,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),11,124724,8
870144768,Q3,0.0561037710742138,0.1053312478110336,True,False,False,Tier1_최우선,50s,F,Tier2_익일배송표준권(가정),13,495739,1
66472640,Q3,0.0416036209828658,0.1049285482267057,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),15,505481,5
254585664,Q4_고가,0.0392596486906537,0.1048166872827552,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),14,784529,5
179846400,Q3,0.0290502147049995,0.1039760872630889,True,False,False,Tier1_최우선,40s,F,Tier2_익일배송표준권(가정),13,498817,13
1355356992,Q3,0.0644222994185909,0.1035129585284554,True,False,False,Tier1_최우선,<30,F,Tier3_배송취약권(가정),12,451725,0
57272448,Q3,0.04911413108216,0.1031678110306008,True,False,False,Tier1_최우선,50s,F,Tier1_새벽배송가능권(가정),14,640760,2
963122944,Q3,0.0560650942677943,0.1030673214820314,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),15,674733,0
360450048,Q4_고가,0.0371532376810536,0.1027530151210519,True,False,False,Tier1_최우선,60+,F,Tier2_익일배송표준권(가정),13,803962,6
1087500928,Q3,0.1110946479810154,0.1027102970801677,True,False,False,Tier1_최우선,30s,M,Tier3_배송취약권(가정),14,650325,32
1356533696,Q2,0.0326087472293155,0.1017078760245916,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),14,366808,12
881228800,Q1_저가,0.1263812699796761,0.1007962780985622,True,False,False,Tier1_최우선,60+,M,Tier2_익일배송표준권(가정),13,136593,25
632367040,Q4_고가,0.0435946479767449,0.1006556363126683,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),12,682679,4
433121728,Q4_고가,0.049600220427978,0.1002103660330422,True,False,False,Tier1_최우선,30s,F,Tier2_익일배송표준권(가정),12,800841,2
1297112000,Q1_저가,0.0322591473378297,0.0997160967828796,True,False,False,Tier1_최우선,<30,F,Tier2_익일배송표준권(가정),17,203405,16
472346432,Q2,0.0690455608093487,0.0995980294877866,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),2,46999,0
292576128,Q3,0.0295154928183184,0.0986303643445222,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),11,500334,12
543603840,Q4_고가,0.0402726603317856,0.0982649846339042,True,False,False,Tier1_최우선,30s,F,Tier1_새벽배송가능권(가정),2,110558,2
763285568,Q4_고가,0.0877040749792618,0.0982037896657589,True,False,False,Tier1_최우선,<30,M,Tier3_배송취약권(가정),8,523686,93
573439040,Q3,0.0405122450307764,0.0980522775302994,True,False,False,Tier1_최우선,40s,F,Tier2_익일배송표준권(가정),15,599482,5
260385664,Q3,0.0334000171124073,0.0968218426396195,True,False,False,Tier1_최우선,40s,F,Tier1_새벽배송가능권(가정),13,482622,10
1100958784,Q2,0.0287023569463847,0.0965069443320659,True,False,False,Tier1_최우선,<30,F,Tier2_익일배송표준권(가정),15,344119,16
387662720,Q3,0.0602833276849603,0.096447816645147,True,False,False,Tier1_최우선,40s,F,Tier1_새벽배송가능권(가정),14,448854,0
963050560,Q3,0.0396997543432317,0.0960055777439016,True,False,False,Tier1_최우선,30s,F,Tier1_새벽배송가능권(가정),15,680764,5
1292145344,Q2,0.042725789650691,0.095712221881784,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),15,310901,6
348764672,Q3,0.1001814839175707,0.0954874192642165,True,False,False,Tier1_최우선,40s,M,Tier3_배송취약권(가정),12,545034,75
252662848,Q1_저가,0.1320539467320446,0.0951753473575635,True,False,False,Tier1_최우선,30s,M,Tier2_익일배송표준권(가정),13,207620,9
768899968,Q2,0.0480537150739855,0.0949185458985168,True,False,False,Tier1_최우선,30s,F,Tier1_새벽배송가능권(가정),15,391403,3
1028782656,Q4_고가,0.1255054625032127,0.0943178942012893,True,False,False,Tier1_최우선,30s,M,Tier2_익일배송표준권(가정),13,712063,6
1570227968,Q3,0.0605011962962602,0.0942347561783507,True,False,False,Tier1_최우선,<30,F,Tier1_새벽배송가능권(가정),14,431801,0
1521405888,Q3,0.0706730995245253,0.0932152592665798,True,False,False,Tier1_최우선,40s,M,Tier1_새벽배송가능권(가정),1,39437,9
561157888,Q1_저가,0.0404309695530672,0.0928551627919389,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),11,108259,12
1535561600,Q3,0.0638236935233115,0.0914365489370707,True,False,False,Tier1_최우선,50s,F,Tier2_익일배송표준권(가정),12,498704,0
645065792,Q4_고가,0.0626456506584974,0.0914281303585186,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),12,606101,0
1197446656,Q4_고가,0.0538966362067578,0.0910625624335128,True,False,False,Tier1_최우선,<30,F,Tier1_새벽배송가능권(가정),13,707842,1
1107772160,Q4_고가,0.0435378789512509,0.0909536086749461,True,False,False,Tier1_최우선,40s,F,Tier2_익일배송표준권(가정),12,1114285,3
1634323072,Q1_저가,0.0548429807398385,0.0906104361349877,True,False,False,Tier1_최우선,30s,F,Tier1_새벽배송가능권(가정),2,34076,1
1544169728,Q4_고가,0.0376097368445093,0.0905244553785361,True,False,False,Tier1_최우선,30s,F,Tier2_익일배송표준권(가정),11,546884,7
875011200,Q3,0.0460429380826215,0.0902670851704665,True,False,False,Tier1_최우선,40s,F,Tier1_새벽배송가능권(가정),15,541111,3
241589952,Q3,0.0626296403504907,0.0896166666656337,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),13,428239,0
105895936,Q1_저가,0.0652147441207822,0.0893502710970156,True,False,False,Tier1_최우선,40s,M,Tier2_익일배송표준권(가정),1,17230,4
749716352,Q3,0.0337372139803553,0.0889877269938718,True,False,False,Tier1_최우선,30s,F,Tier2_익일배송표준권(가정),13,577904,9
369395968,Q4_고가,0.0624899858792232,0.0889650545602466,True,False,False,Tier1_최우선,40s,F,Tier2_익일배송표준권(가정),11,861198,0
68891008,Q1_저가,0.0416824778928309,0.0888112818476791,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),13,233172,8
698000768,Q2,0.0531767279230694,0.0887412091073552,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),14,333967,2
1608010560,Q4_고가,0.0525000722738263,0.0886424959452332,True,False,False,Tier1_최우선,30s,M,Tier3_배송취약권(가정),5,434571,50
297132608,Q4_고가,0.1072880132011163,0.0884103411457031,True,False,False,Tier1_최우선,60+,M,Tier3_배송취약권(가정),18,847817,12
854925568,Q1_저가,0.1083246817268006,0.0882277382932382,True,False,False,Tier1_최우선,40s,M,Tier2_익일배송표준권(가정),1,12444,0
564513536,Q3,0.0619485222745594,0.0881595083415607,True,False,False,Tier1_최우선,30s,F,Tier2_익일배송표준권(가정),13,481261,0
1639254464,Q1_저가,0.0311993281871822,0.0879287047344915,True,False,False,Tier1_최우선,40s,F,Tier2_익일배송표준권(가정),1,10146,0
538421888,Q2,0.0506229676164907,0.0875291953027522,True,False,False,Tier1_최우선,40s,F,Tier2_익일배송표준권(가정),14,302096,3
879510144,Q2,0.0267401826312715,0.0864832763503604,True,False,False,Tier1_최우선,30s,M,Tier2_익일배송표준권(가정),1,27664,41
1345360576,Q2,0.0397559279614375,0.0859260122966878,True,False,False,Tier1_최우선,50s,F,Tier2_익일배송표준권(가정),15,371018,7
682122688,Q3,0.0517152428381421,0.0857320124762673,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),13,500331,2
552729792,Q3,0.0340143804029745,0.0853189140039847,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),12,544647,9
377972544,Q3,0.0596176288606694,0.0852464739732595,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),11,437539,1
1090858432,Q2,0.0355108136970665,0.0851535059818585,True,False,False,Tier1_최우선,30s,F,Tier1_새벽배송가능권(가정),14,290537,11
859044032,Q4_고가,0.0983771929521465,0.084599058755084,True,False,False,Tier1_최우선,30s,M,Tier3_배송취약권(가정),8,459650,61
1475239744,Q3,0.0333228745039185,0.0842641472321239,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),2,60877,4
541805376,Q3,0.0519608212994076,0.0840608181381386,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),12,559105,2
883751104,Q1_저가,0.0619512835093102,0.0840377160304387,True,False,False,Tier1_최우선,40s,F,Tier1_새벽배송가능권(가정),15,228161,0
264157056,Q4_고가,0.0346048080724398,0.08370796747843,True,False,False,Tier1_최우선,50s,M,Tier3_배송취약권(가정),1,93902,60
172097600,Q3,0.0596368264209506,0.0835352370012951,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),14,503584,0
456182528,Q2,0.0281338396618962,0.083398647948061,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),13,262274,18
482374400,Q2,0.044657182011068,0.0826852247416991,True,False,False,Tier1_최우선,50s,F,Tier1_새벽배송가능권(가정),13,370684,5
813581312,Q3,0.0318846925937207,0.0823342542599031,True,False,False,Tier1_최우선,30s,F,Tier1_새벽배송가능권(가정),22,971176,6
854173888,Q2,0.1281940624183615,0.0823253756251676,True,False,False,Tier1_최우선,60+,M,Tier1_새벽배송가능권(가정),14,312720,4
991536448,Q3,0.0287260421820244,0.0821489951371199,True,False,False,Tier1_최우선,<30,F,Tier3_배송취약권(가정),4,156691,9
745471680,Q1_저가,0.030245183109279,0.0816777456434428,True,False,False,Tier1_최우선,40s,F,Tier2_익일배송표준권(가정),1,12731,0
254246016,Q3,0.0478756866214685,0.0813906264572111,True,False,False,Tier1_최우선,30s,F,Tier2_익일배송표준권(가정),12,363259,4
115031168,Q4_고가,0.0300467602855288,0.0808027654917986,True,False,False,Tier1_최우선,60+,F,Tier1_새벽배송가능권(가정),13,784243,10
1172661632,Q2,0.0491584973064168,0.0807066476918486,True,False,False,Tier1_최우선,40s,F,Tier1_새벽배송가능권(가정),15,327749,3
1368165248,Q3,0.0355167412091774,0.0806830921003083,True,False,False,Tier1_최우선,<30,F,Tier1_새벽배송가능권(가정),16,523875,8
1282067264,Q3,0.0286685666890647,0.0806711721946773,True,False,False,Tier1_최우선,<30,F,Tier2_익일배송표준권(가정),5,167322,11
323591744,Q3,0.0276469456799335,0.07978824893885,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),23,701154,11
1376506112,Q3,0.0521621985797666,0.0797046001814159,True,False,False,Tier1_최우선,<30,F,Tier1_새벽배송가능권(가정),13,466639,2
1504115392,Q2,0.047055846910559,0.0791092488978831,True,False,False,Tier1_최우선,<30,F,Tier3_배송취약권(가정),14,344118,4
781019648,Q3,0.0368528401151804,0.0790952772061683,True,False,False,Tier1_최우선,50s,F,Tier1_새벽배송가능권(가정),24,935748,2
1123876672,Q3,0.0508853709676906,0.0790093209786181,True,False,False,Tier1_최우선,30s,F,Tier1_새벽배송가능권(가정),13,569540,2
1384381120,Q4_고가,0.0367878267204142,0.0786278313709298,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),17,908388,5
1014920192,Q1_저가,0.0359453844279197,0.0773660892349793,True,False,False,Tier1_최우선,30s,F,Tier1_새벽배송가능권(가정),12,178998,13
549884544,Q3,0.027940451320062,0.0770812093647025,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),26,1107868,7
932768064,Q4_고가,0.1007209139103113,0.0767362703347791,True,False,False,Tier1_최우선,40s,M,Tier3_배송취약권(가정),8,461468,55
1030716608,Q3,0.1021015844332323,0.0766405450724166,True,False,False,Tier1_최우선,<30,M,Tier1_새벽배송가능권(가정),19,876034,25
1638346880,Q2,0.1182527144794865,0.0764778673402608,True,False,False,Tier1_최우선,<30,M,Tier2_익일배송표준권(가정),3,58332,9
986089088,Q2,0.0274911739610783,0.0764139610851133,True,False,False,Tier1_최우선,<30,M,Tier2_익일배송표준권(가정),1,22781,40
1575439616,Q3,0.0315013888927133,0.0763994789731939,True,False,False,Tier1_최우선,<30,F,Tier2_익일배송표준권(가정),4,139751,8
1068701504,Q2,0.0271587390660491,0.0762506921141314,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),23,651338,12
53382272,Q2,0.027987768007496,0.0761670886815542,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),14,371686,16
274092224,Q1_저가,0.0416155871424965,0.075759836199306,True,False,False,Tier1_최우선,30s,F,Tier2_익일배송표준권(가정),15,217766,8
747676608,Q2,0.0345036861090816,0.0755821636587321,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),14,412935,10
1612294208,Q2,0.027876984470684,0.0754876234442876,True,False,False,Tier1_최우선,40s,M,Tier1_새벽배송가능권(가정),1,29673,37
928317376,Q3,0.0299530303929551,0.0754753903888338,True,False,False,Tier1_최우선,30s,F,Tier3_배송취약권(가정),16,651053,11
768371008,Q4_고가,0.0736686936687551,0.0752694959304851,True,False,False,Tier1_최우선,30s,M,Tier2_익일배송표준권(가정),6,523783,110
1321202880,Q2,0.0294939292698791,0.0750268504386549,True,False,False,Tier1_최우선,<30,F,Tier3_배송취약권(가정),7,207043,13
411185664,Q2,0.0421740880833171,0.0746443406359259,True,False,False,Tier1_최우선,40s,F,Tier2_익일배송표준권(가정),13,382593,6
357443328,Q4_고가,0.0312962842114297,0.0744740615678921,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),4,528378,0
1224841216,Q3,0.0404464331950343,0.0743251501193802,True,False,False,Tier1_최우선,60+,F,Tier3_배송취약권(가정),14,471234,6
1190471808,Q3,0.0300513796359896,0.0741987398478741,True,False,False,Tier1_최우선,30s,F,Tier1_새벽배송가능권(가정),17,627066,11
1524392192,Q1_저가,0.0346740869072605,0.0738071411158976,True,False,False,Tier1_최우선,50s,M,Tier2_익일배송표준권(가정),1,5360,30
744747840,Q4_고가,0.0342678023128586,0.0737636860649351,True,False,False,Tier1_최우선,40s,F,Tier1_새벽배송가능권(가정),11,655783,8
248611200,Q3,0.0333325348845203,0.073563643706393,True,False,False,Tier1_최우선,40s,F,Tier2_익일배송표준권(가정),24,995688,4
693145472,Q4_고가,0.02713082461192,0.0734625505050324,True,False,False,Tier1_최우선,50s,F,Tier2_익일배송표준권(가정),17,1492954,9
236495232,Q4_고가,0.0421400556159036,0.0734314832533381,True,False,False,Tier1_최우선,50s,F,Tier1_새벽배송가능권(가정),22,1210803,0
327816000,Q4_고가,0.1034021731777199,0.0733881715646388,True,False,False,Tier1_최우선,40s,M,Tier3_배송취약권(가정),11,743363,54
1464601152,Q2,0.0457784607835074,0.0733859338903745,True,False,False,Tier1_최우선,30s,F,Tier1_새벽배송가능권(가정),13,313770,5
1244360768,Q2,0.0636850014333087,0.0730657752586489,True,False,False,Tier1_최우선,60+,M,Tier1_새벽배송가능권(가정),1,27376,4
1550997952,Q1_저가,0.1174283531798238,0.0729593600597001,True,False,False,Tier1_최우선,<30,M,Tier1_새벽배송가능권(가정),11,125969,50
48859200,Q4_고가,0.0380514976883682,0.0726414678374632,True,False,False,Tier1_최우선,30s,M,Tier3_배송취약권(가정),1,75619,49
1413518464,Q2,0.0293444785895226,0.0726299680686865,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),5,139465,1
763964864,Q4_고가,0.0298374873505324,0.0722442453253165,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),24,1166373,6
480726272,Q4_고가,0.1037979548614316,0.0722336157026531,True,False,False,Tier1_최우선,30s,M,Tier3_배송취약권(가정),9,443377,55
775564864,Q3,0.0344485451978513,0.0720386068911794,True,False,False,Tier1_최우선,40s,F,Tier2_익일배송표준권(가정),6,195269,9
436215680,Q3,0.056371671051978,0.0716342589482259,True,False,False,Tier1_최우선,60+,F,Tier1_새벽배송가능권(가정),15,637422,0
1628704960,Q3,0.1596175370849026,0.071604688021973,True,False,False,Tier1_최우선,30s,M,Tier1_새벽배송가능권(가정),3,136402,1
730647808,Q3,0.0346981922852575,0.0715399517559692,True,False,False,Tier1_최우선,<30,F,Tier3_배송취약권(가정),22,1002729,4
1024729152,Q3,0.026498540224394,0.0714456770480531,True,False,False,Tier1_최우선,60+,F,Tier3_배송취약권(가정),22,771318,12
798299008,Q3,0.0342840846735216,0.0714318064887205,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),16,634443,8
553835968,Q1_저가,0.0568656080240149,0.0712479154636085,True,False,False,Tier1_최우선,40s,F,Tier1_새벽배송가능권(가정),15,150280,2
1220418368,Q2,0.0453933473653758,0.0711848189233627,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),12,350336,5
742912256,Q4_고가,0.0336111491198665,0.0709798692773213,True,False,False,Tier1_최우선,50s,F,Tier3_배송취약권(가정),29,1552306,0
374171456,Q3,0.029813709351495,0.0706324914144153,True,False,False,Tier1_최우선,50s,F,Tier1_새벽배송가능권(가정),26,943873,6
889410048,Q4_고가,0.0328800532829874,0.0705796675930802,True,False,False,Tier1_최우선,40s,M,Tier3_배송취약권(가정),1,48817,75
936145984,Q4_고가,0.0475120391899843,0.0704197368061035,True,False,False,Tier1_최우선,60+,F,Tier3_배송취약권(가정),14,829510,2
49178432,Q3,0.1252039082690704,0.0700923750797541,True,False,False,Tier1_최우선,60+,M,Tier2_익일배송표준권(가정),13,560254,9
1530047424,Q1_저가,0.0353348136132227,0.0698873780914743,True,False,False,Tier1_최우선,30s,F,Tier2_익일배송표준권(가정),7,110749,12
1551400704,Q1_저가,0.1260955442647231,0.0698385532414338,True,False,False,Tier1_최우선,50s,M,Tier2_익일배송표준권(가정),14,183939,17
127668672,Q4_고가,0.047353948359384,0.0698145346715573,True,False,False,Tier1_최우선,40s,F,Tier3_배송취약권(가정),7,584087,3
1567546048,Q3,0.0323445432145555,0.0695194882318255,True,False,False,Tier1_최우선,<30,F,Tier3_배송취약권(가정),3,106824,6
