회원번호,가격구간,uplift_logit,uplift_rf,double_verified,single_verified,revenue_risk_flag,targeting_tier
42955264,Q4_고가,0.027446376600463,0.1249067397669972,True,False,False,Tier1_최우선
1280359744,Q3,0.1185892916393004,0.1246404414203091,True,False,False,Tier1_최우선
152184576,Q4_고가,0.0553347390536634,0.1245653006370168,True,False,False,Tier1_최우선
204323328,Q4_고가,0.0537095905915722,0.1241087679461089,True,False,False,Tier1_최우선
384858304,Q3,0.0356462482030628,0.1239901172211909,True,False,False,Tier1_최우선
64861632,Q4_고가,0.0325547560209004,0.1220883947856511,True,False,False,Tier1_최우선
71465280,Q4_고가,0.0468636729415279,0.1217948950199234,True,False,False,Tier1_최우선
819869440,Q3,0.0326135863790841,0.1212491912706004,True,False,False,Tier1_최우선
762184960,Q3,0.0491645404985842,0.1201571339564528,True,False,False,Tier1_최우선
1444912704,Q3,0.0913220348149136,0.1197793934795048,True,False,False,Tier1_최우선
82426816,Q3,0.0338092410249872,0.1180160021136254,True,False,False,Tier1_최우선
437345984,Q1_저가,0.0361013111696779,0.1179934975721528,True,False,False,Tier1_최우선
1345033920,Q3,0.0293153731035221,0.1168533600412065,True,False,False,Tier1_최우선
1223250624,Q1_저가,0.0423822665128608,0.1163458092617794,True,False,False,Tier1_최우선
714363264,Q2,0.051054985259006,0.1156825553196431,True,False,False,Tier1_최우선
444354240,Q4_고가,0.0404413827503594,0.1151328763690788,True,False,False,Tier1_최우선
861712960,Q3,0.0374259408749446,0.1150662000335757,True,False,False,Tier1_최우선
154396928,Q2,0.0563089702501825,0.1132398380417489,True,False,False,Tier1_최우선
86940608,Q3,0.0490449238325673,0.1127379952160598,True,False,False,Tier1_최우선
85413120,Q3,0.0505516297281887,0.1123807032073385,True,False,False,Tier1_최우선
489321408,Q3,0.0528785589167837,0.1122215525821062,True,False,False,Tier1_최우선
761596608,Q4_고가,0.0384482228260364,0.1119147831660966,True,False,False,Tier1_최우선
1057712128,Q3,0.0364720982373448,0.1118788974343782,True,False,False,Tier1_최우선
62361600,Q1_저가,0.0308467873969584,0.1116865630558385,True,False,False,Tier1_최우선
46348032,Q3,0.0292216213818323,0.1087517599445082,True,False,False,Tier1_최우선
261618048,Q3,0.0422246187557737,0.1080868940704063,True,False,False,Tier1_최우선
354419904,Q4_고가,0.0307710732445817,0.1073632316608986,True,False,False,Tier1_최우선
447960448,Q4_고가,0.0429592944800008,0.1067962375942239,True,False,False,Tier1_최우선
306117504,Q3,0.0394141513302219,0.106298244736373,True,False,False,Tier1_최우선
1336583552,Q3,0.1062317963237741,0.1061652768822576,True,False,False,Tier1_최우선
1007830272,Q1_저가,0.0556618949984759,0.1057593658937564,True,False,False,Tier1_최우선
348768384,Q1_저가,0.0460104375811202,0.1054239372723723,True,False,False,Tier1_최우선
870144768,Q3,0.0561037710742138,0.1053312478110336,True,False,False,Tier1_최우선
66472640,Q3,0.0416036209828658,0.1049285482267057,True,False,False,Tier1_최우선
254585664,Q4_고가,0.0392596486906537,0.1048166872827552,True,False,False,Tier1_최우선
179846400,Q3,0.0290502147049995,0.1039760872630889,True,False,False,Tier1_최우선
1355356992,Q3,0.0644222994185909,0.1035129585284554,True,False,False,Tier1_최우선
57272448,Q3,0.04911413108216,0.1031678110306008,True,False,False,Tier1_최우선
963122944,Q3,0.0560650942677943,0.1030673214820314,True,False,False,Tier1_최우선
360450048,Q4_고가,0.0371532376810536,0.1027530151210519,True,False,False,Tier1_최우선
1087500928,Q3,0.1110946479810154,0.1027102970801677,True,False,False,Tier1_최우선
1356533696,Q2,0.0326087472293155,0.1017078760245916,True,False,False,Tier1_최우선
881228800,Q1_저가,0.1263812699796761,0.1007962780985622,True,False,False,Tier1_최우선
632367040,Q4_고가,0.0435946479767449,0.1006556363126683,True,False,False,Tier1_최우선
433121728,Q4_고가,0.049600220427978,0.1002103660330422,True,False,False,Tier1_최우선
1297112000,Q1_저가,0.0322591473378297,0.0997160967828796,True,False,False,Tier1_최우선
472346432,Q2,0.0690455608093487,0.0995980294877866,True,False,False,Tier1_최우선
292576128,Q3,0.0295154928183184,0.0986303643445222,True,False,False,Tier1_최우선
543603840,Q4_고가,0.0402726603317856,0.0982649846339042,True,False,False,Tier1_최우선
763285568,Q4_고가,0.0877040749792618,0.0982037896657589,True,False,False,Tier1_최우선
573439040,Q3,0.0405122450307764,0.0980522775302994,True,False,False,Tier1_최우선
260385664,Q3,0.0334000171124073,0.0968218426396195,True,False,False,Tier1_최우선
1100958784,Q2,0.0287023569463847,0.0965069443320659,True,False,False,Tier1_최우선
387662720,Q3,0.0602833276849603,0.096447816645147,True,False,False,Tier1_최우선
963050560,Q3,0.0396997543432317,0.0960055777439016,True,False,False,Tier1_최우선
1292145344,Q2,0.042725789650691,0.095712221881784,True,False,False,Tier1_최우선
348764672,Q3,0.1001814839175707,0.0954874192642165,True,False,False,Tier1_최우선
252662848,Q1_저가,0.1320539467320446,0.0951753473575635,True,False,False,Tier1_최우선
768899968,Q2,0.0480537150739855,0.0949185458985168,True,False,False,Tier1_최우선
1028782656,Q4_고가,0.1255054625032127,0.0943178942012893,True,False,False,Tier1_최우선
1570227968,Q3,0.0605011962962602,0.0942347561783507,True,False,False,Tier1_최우선
1521405888,Q3,0.0706730995245253,0.0932152592665798,True,False,False,Tier1_최우선
561157888,Q1_저가,0.0404309695530672,0.0928551627919389,True,False,False,Tier1_최우선
1535561600,Q3,0.0638236935233115,0.0914365489370707,True,False,False,Tier1_최우선
645065792,Q4_고가,0.0626456506584974,0.0914281303585186,True,False,False,Tier1_최우선
1197446656,Q4_고가,0.0538966362067578,0.0910625624335128,True,False,False,Tier1_최우선
1107772160,Q4_고가,0.0435378789512509,0.0909536086749461,True,False,False,Tier1_최우선
1634323072,Q1_저가,0.0548429807398385,0.0906104361349877,True,False,False,Tier1_최우선
1544169728,Q4_고가,0.0376097368445093,0.0905244553785361,True,False,False,Tier1_최우선
875011200,Q3,0.0460429380826215,0.0902670851704665,True,False,False,Tier1_최우선
241589952,Q3,0.0626296403504907,0.0896166666656337,True,False,False,Tier1_최우선
105895936,Q1_저가,0.0652147441207822,0.0893502710970156,True,False,False,Tier1_최우선
749716352,Q3,0.0337372139803553,0.0889877269938718,True,False,False,Tier1_최우선
369395968,Q4_고가,0.0624899858792232,0.0889650545602466,True,False,False,Tier1_최우선
68891008,Q1_저가,0.0416824778928309,0.0888112818476791,True,False,False,Tier1_최우선
698000768,Q2,0.0531767279230694,0.0887412091073552,True,False,False,Tier1_최우선
1608010560,Q4_고가,0.0525000722738263,0.0886424959452332,True,False,False,Tier1_최우선
297132608,Q4_고가,0.1072880132011163,0.0884103411457031,True,False,False,Tier1_최우선
854925568,Q1_저가,0.1083246817268006,0.0882277382932382,True,False,False,Tier1_최우선
564513536,Q3,0.0619485222745594,0.0881595083415607,True,False,False,Tier1_최우선
1639254464,Q1_저가,0.0311993281871822,0.0879287047344915,True,False,False,Tier1_최우선
538421888,Q2,0.0506229676164907,0.0875291953027522,True,False,False,Tier1_최우선
879510144,Q2,0.0267401826312715,0.0864832763503604,True,False,False,Tier1_최우선
1345360576,Q2,0.0397559279614375,0.0859260122966878,True,False,False,Tier1_최우선
682122688,Q3,0.0517152428381421,0.0857320124762673,True,False,False,Tier1_최우선
552729792,Q3,0.0340143804029745,0.0853189140039847,True,False,False,Tier1_최우선
377972544,Q3,0.0596176288606694,0.0852464739732595,True,False,False,Tier1_최우선
1090858432,Q2,0.0355108136970665,0.0851535059818585,True,False,False,Tier1_최우선
859044032,Q4_고가,0.0983771929521465,0.084599058755084,True,False,False,Tier1_최우선
1475239744,Q3,0.0333228745039185,0.0842641472321239,True,False,False,Tier1_최우선
541805376,Q3,0.0519608212994076,0.0840608181381386,True,False,False,Tier1_최우선
883751104,Q1_저가,0.0619512835093102,0.0840377160304387,True,False,False,Tier1_최우선
264157056,Q4_고가,0.0346048080724398,0.08370796747843,True,False,False,Tier1_최우선
172097600,Q3,0.0596368264209506,0.0835352370012951,True,False,False,Tier1_최우선
456182528,Q2,0.0281338396618962,0.083398647948061,True,False,False,Tier1_최우선
482374400,Q2,0.044657182011068,0.0826852247416991,True,False,False,Tier1_최우선
813581312,Q3,0.0318846925937207,0.0823342542599031,True,False,False,Tier1_최우선
854173888,Q2,0.1281940624183615,0.0823253756251676,True,False,False,Tier1_최우선
991536448,Q3,0.0287260421820244,0.0821489951371199,True,False,False,Tier1_최우선
745471680,Q1_저가,0.030245183109279,0.0816777456434428,True,False,False,Tier1_최우선
254246016,Q3,0.0478756866214685,0.0813906264572111,True,False,False,Tier1_최우선
115031168,Q4_고가,0.0300467602855288,0.0808027654917986,True,False,False,Tier1_최우선
1172661632,Q2,0.0491584973064168,0.0807066476918486,True,False,False,Tier1_최우선
1368165248,Q3,0.0355167412091774,0.0806830921003083,True,False,False,Tier1_최우선
1282067264,Q3,0.0286685666890647,0.0806711721946773,True,False,False,Tier1_최우선
323591744,Q3,0.0276469456799335,0.07978824893885,True,False,False,Tier1_최우선
1376506112,Q3,0.0521621985797666,0.0797046001814159,True,False,False,Tier1_최우선
1504115392,Q2,0.047055846910559,0.0791092488978831,True,False,False,Tier1_최우선
781019648,Q3,0.0368528401151804,0.0790952772061683,True,False,False,Tier1_최우선
1123876672,Q3,0.0508853709676906,0.0790093209786181,True,False,False,Tier1_최우선
1384381120,Q4_고가,0.0367878267204142,0.0786278313709298,True,False,False,Tier1_최우선
1014920192,Q1_저가,0.0359453844279197,0.0773660892349793,True,False,False,Tier1_최우선
549884544,Q3,0.027940451320062,0.0770812093647025,True,False,False,Tier1_최우선
932768064,Q4_고가,0.1007209139103113,0.0767362703347791,True,False,False,Tier1_최우선
1030716608,Q3,0.1021015844332323,0.0766405450724166,True,False,False,Tier1_최우선
1638346880,Q2,0.1182527144794865,0.0764778673402608,True,False,False,Tier1_최우선
986089088,Q2,0.0274911739610783,0.0764139610851133,True,False,False,Tier1_최우선
1575439616,Q3,0.0315013888927133,0.0763994789731939,True,False,False,Tier1_최우선
1068701504,Q2,0.0271587390660491,0.0762506921141314,True,False,False,Tier1_최우선
53382272,Q2,0.027987768007496,0.0761670886815542,True,False,False,Tier1_최우선
274092224,Q1_저가,0.0416155871424965,0.075759836199306,True,False,False,Tier1_최우선
747676608,Q2,0.0345036861090816,0.0755821636587321,True,False,False,Tier1_최우선
1612294208,Q2,0.027876984470684,0.0754876234442876,True,False,False,Tier1_최우선
928317376,Q3,0.0299530303929551,0.0754753903888338,True,False,False,Tier1_최우선
768371008,Q4_고가,0.0736686936687551,0.0752694959304851,True,False,False,Tier1_최우선
1321202880,Q2,0.0294939292698791,0.0750268504386549,True,False,False,Tier1_최우선
411185664,Q2,0.0421740880833171,0.0746443406359259,True,False,False,Tier1_최우선
357443328,Q4_고가,0.0312962842114297,0.0744740615678921,True,False,False,Tier1_최우선
1224841216,Q3,0.0404464331950343,0.0743251501193802,True,False,False,Tier1_최우선
1190471808,Q3,0.0300513796359896,0.0741987398478741,True,False,False,Tier1_최우선
1524392192,Q1_저가,0.0346740869072605,0.0738071411158976,True,False,False,Tier1_최우선
744747840,Q4_고가,0.0342678023128586,0.0737636860649351,True,False,False,Tier1_최우선
248611200,Q3,0.0333325348845203,0.073563643706393,True,False,False,Tier1_최우선
693145472,Q4_고가,0.02713082461192,0.0734625505050324,True,False,False,Tier1_최우선
236495232,Q4_고가,0.0421400556159036,0.0734314832533381,True,False,False,Tier1_최우선
327816000,Q4_고가,0.1034021731777199,0.0733881715646388,True,False,False,Tier1_최우선
1464601152,Q2,0.0457784607835074,0.0733859338903745,True,False,False,Tier1_최우선
1244360768,Q2,0.0636850014333087,0.0730657752586489,True,False,False,Tier1_최우선
1550997952,Q1_저가,0.1174283531798238,0.0729593600597001,True,False,False,Tier1_최우선
48859200,Q4_고가,0.0380514976883682,0.0726414678374632,True,False,False,Tier1_최우선
1413518464,Q2,0.0293444785895226,0.0726299680686865,True,False,False,Tier1_최우선
763964864,Q4_고가,0.0298374873505324,0.0722442453253165,True,False,False,Tier1_최우선
480726272,Q4_고가,0.1037979548614316,0.0722336157026531,True,False,False,Tier1_최우선
775564864,Q3,0.0344485451978513,0.0720386068911794,True,False,False,Tier1_최우선
436215680,Q3,0.056371671051978,0.0716342589482259,True,False,False,Tier1_최우선
1628704960,Q3,0.1596175370849026,0.071604688021973,True,False,False,Tier1_최우선
730647808,Q3,0.0346981922852575,0.0715399517559692,True,False,False,Tier1_최우선
1024729152,Q3,0.026498540224394,0.0714456770480531,True,False,False,Tier1_최우선
798299008,Q3,0.0342840846735216,0.0714318064887205,True,False,False,Tier1_최우선
553835968,Q1_저가,0.0568656080240149,0.0712479154636085,True,False,False,Tier1_최우선
1220418368,Q2,0.0453933473653758,0.0711848189233627,True,False,False,Tier1_최우선
742912256,Q4_고가,0.0336111491198665,0.0709798692773213,True,False,False,Tier1_최우선
374171456,Q3,0.029813709351495,0.0706324914144153,True,False,False,Tier1_최우선
889410048,Q4_고가,0.0328800532829874,0.0705796675930802,True,False,False,Tier1_최우선
936145984,Q4_고가,0.0475120391899843,0.0704197368061035,True,False,False,Tier1_최우선
49178432,Q3,0.1252039082690704,0.0700923750797541,True,False,False,Tier1_최우선
1530047424,Q1_저가,0.0353348136132227,0.0698873780914743,True,False,False,Tier1_최우선
1551400704,Q1_저가,0.1260955442647231,0.0698385532414338,True,False,False,Tier1_최우선
127668672,Q4_고가,0.047353948359384,0.0698145346715573,True,False,False,Tier1_최우선
1567546048,Q3,0.0323445432145555,0.0695194882318255,True,False,False,Tier1_최우선
91992640,Q3,0.0796527775576554,0.069434449444237,True,False,False,Tier1_최우선
1558531456,Q4_고가,0.0282854941067164,0.0691961544238333,True,False,False,Tier1_최우선
1493402560,Q4_고가,0.0364989640366878,0.0689641305839678,True,False,False,Tier1_최우선
1605180160,Q2,0.0348248505480453,0.0686712011647153,True,False,False,Tier1_최우선
1213439808,Q3,0.0435487952296773,0.0685490834242291,True,False,False,Tier1_최우선
123069504,Q3,0.027197789791035,0.068450763814608,True,False,False,Tier1_최우선
744285696,Q1_저가,0.0441357096756561,0.0683672885007884,True,False,False,Tier1_최우선
546038912,Q4_고가,0.061547755289568,0.0683036683012684,True,False,False,Tier1_최우선
38862784,Q3,0.0320896417829388,0.0681752354264421,True,False,False,Tier1_최우선
1605495680,Q4_고가,0.0512156085373632,0.0679689869024832,True,False,False,Tier1_최우선
1135899840,Q3,0.0399508934719615,0.0678606771381781,True,False,False,Tier1_최우선
786409472,Q1_저가,0.0407141286174584,0.0678489371830051,True,False,False,Tier1_최우선
852427392,Q1_저가,0.0363761185718928,0.0678239918821206,True,False,False,Tier1_최우선
977213696,Q1_저가,0.0484515978161462,0.0676332289276564,True,False,False,Tier1_최우선
1501110528,Q3,0.0341234809307364,0.0675431591982435,True,False,False,Tier1_최우선
550940608,Q4_고가,0.0297245579215714,0.0673319186858492,True,False,False,Tier1_최우선
1425465536,Q3,0.0979763239555662,0.0671244950546247,True,False,False,Tier1_최우선
632940544,Q1_저가,0.030473176505432,0.0667813671923658,True,False,False,Tier1_최우선
799366208,Q1_저가,0.0517007120613738,0.0665696622350026,True,False,False,Tier1_최우선
386820096,Q3,0.0301527105802941,0.0662880499759517,True,False,False,Tier1_최우선
177858624,Q2,0.0336231439019989,0.0655450408182597,True,False,False,Tier1_최우선
709641600,Q3,0.0413896907298868,0.0655440850776556,True,False,False,Tier1_최우선
1167743232,Q3,0.0425728368052608,0.0650232346217098,True,False,False,Tier1_최우선
865742336,Q2,0.0319325411341586,0.0650121753288346,True,False,False,Tier1_최우선
92514176,Q4_고가,0.0379806112214523,0.0649800848770774,True,False,False,Tier1_최우선
1120866240,Q4_고가,0.0536404949543937,0.0644450675469544,True,False,False,Tier1_최우선
1323656512,Q3,0.0991791419408332,0.0643256480452402,True,False,False,Tier1_최우선
747153216,Q3,0.028468237545039,0.064066696231358,True,False,False,Tier1_최우선
544917888,Q1_저가,0.1173512729430861,0.0638196350885803,True,False,False,Tier1_최우선
657163200,Q2,0.0419027139649261,0.0636264209750335,True,False,False,Tier1_최우선
238085824,Q2,0.0342287513499919,0.0635664858331499,True,False,False,Tier1_최우선
363441920,Q3,0.0335802625424738,0.0634996970513989,True,False,False,Tier1_최우선
672729472,Q1_저가,0.0361829388910061,0.0634958150964438,True,False,False,Tier1_최우선
298218368,Q2,0.0446882951846364,0.0634037216378009,True,False,False,Tier1_최우선
743417088,Q2,0.1525371180264603,0.0633700844444434,True,False,False,Tier1_최우선
204041216,Q3,0.0354634483144117,0.0630502037725395,True,False,False,Tier1_최우선
765275200,Q4_고가,0.0298359950674137,0.0627426650565065,True,False,False,Tier1_최우선
648395456,Q2,0.0354030580711235,0.0626181356897984,True,False,False,Tier1_최우선
415641920,Q3,0.0340786959282597,0.0621865892220782,True,False,False,Tier1_최우선
127141568,Q4_고가,0.0331174028708122,0.0619380030659113,True,False,False,Tier1_최우선
447754432,Q2,0.0528180661345925,0.0617737911113487,True,False,False,Tier1_최우선
408956608,Q2,0.0371962788344341,0.0614564220204658,True,False,False,Tier1_최우선
746112000,Q2,0.0408628710460597,0.0613065278353908,True,False,False,Tier1_최우선
1267759360,Q3,0.0538999200301506,0.061141551789235,True,False,False,Tier1_최우선
735339776,Q3,0.0266929865867132,0.0609831276685075,True,False,False,Tier1_최우선
1546877632,Q1_저가,0.0343426365650288,0.0609256085622852,True,False,False,Tier1_최우선
1398299264,Q3,0.0436106505549587,0.0607708174866437,True,False,False,Tier1_최우선
694554176,Q3,0.0327778585420166,0.0598648956425588,True,False,False,Tier1_최우선
265005248,Q2,0.0313224597859649,0.0597977736797271,True,False,False,Tier1_최우선
561449280,Q2,0.0577293093821975,0.0597150181149687,True,False,False,Tier1_최우선
1072578688,Q3,0.0353293736888065,0.0596733359985516,True,False,False,Tier1_최우선
362929664,Q4_고가,0.1335352216426976,0.0596389002512804,True,False,False,Tier1_최우선
1220984448,Q3,0.0486862478022356,0.0595892434637668,True,False,False,Tier1_최우선
1159031168,Q4_고가,0.043204118037578,0.0595390784703046,True,False,False,Tier1_최우선
140326592,Q4_고가,0.032613713938446,0.0594962242554771,True,False,False,Tier1_최우선
216476416,Q3,0.0389812418737418,0.0593977525521648,True,False,False,Tier1_최우선
138708160,Q3,0.0366268419980533,0.0593964393052319,True,False,False,Tier1_최우선
1473651008,Q2,0.0334109135279661,0.0592287414024205,True,False,False,Tier1_최우선
273171648,Q1_저가,0.0338456883975091,0.0590951440054407,True,False,False,Tier1_최우선
1504291712,Q1_저가,0.0376900685461574,0.0588357023682764,True,False,False,Tier1_최우선
780306944,Q3,0.0883390317614785,0.0586925464298537,True,False,False,Tier1_최우선
1237413760,Q1_저가,0.0275788694715235,0.0583740123477347,True,False,False,Tier1_최우선
921333248,Q1_저가,0.0385332739294072,0.0581838522341162,True,False,False,Tier1_최우선
502604800,Q3,0.0291056226965299,0.0581459385390951,True,False,False,Tier1_최우선
1179927872,Q3,0.0322261443924729,0.0580310854801707,True,False,False,Tier1_최우선
747413056,Q3,0.0459551716571505,0.0578921995608525,True,False,False,Tier1_최우선
842681536,Q3,0.0491868256170313,0.0578700351023089,True,False,False,Tier1_최우선
1253609216,Q3,0.0512431464200663,0.0577584109954328,True,False,False,Tier1_최우선
1365652224,Q3,0.0306757429720178,0.0577085977411347,True,False,False,Tier1_최우선
1072756864,Q2,0.0428944685711701,0.0576752311377876,True,False,False,Tier1_최우선
1036403392,Q2,0.0526892401764935,0.057633206229248,True,False,False,Tier1_최우선
744246720,Q3,0.0459504197697461,0.0575006101922423,True,False,False,Tier1_최우선
442656000,Q3,0.0423822397466283,0.0573358841575889,True,False,False,Tier1_최우선
262870848,Q3,0.0356962805397229,0.057198477344603,True,False,False,Tier1_최우선
573852928,Q2,0.0460791132272334,0.0571014992639722,True,False,False,Tier1_최우선
969568832,Q3,0.0403541393740914,0.0570373644786502,True,False,False,Tier1_최우선
698555712,Q1_저가,0.0300293096352285,0.0570362187258843,True,False,False,Tier1_최우선
1575018304,Q2,0.061702987623124,0.0567758867240453,True,False,False,Tier1_최우선
1382408192,Q4_고가,0.0316733918525201,0.0562436340115121,True,False,False,Tier1_최우선
950971712,Q3,0.0641762884020568,0.0561229291430023,True,False,False,Tier1_최우선
947755264,Q3,0.0332377114962736,0.0561122494584078,True,False,False,Tier1_최우선
79473920,Q3,0.0434235805595623,0.0556483075894745,True,False,False,Tier1_최우선
923773888,Q4_고가,0.0362085021022894,0.0556230916234194,True,False,False,Tier1_최우선
623092608,Q2,0.0465905897137913,0.0556121150098076,True,False,False,Tier1_최우선
1449159232,Q4_고가,0.0582388429036955,0.055498530355189,True,False,False,Tier1_최우선
283138368,Q2,0.1319383232606252,0.055437709448922,True,False,False,Tier1_최우선
718984704,Q3,0.044720006699406,0.0554247263153901,True,False,False,Tier1_최우선
161689152,Q2,0.040849065514095,0.0553540049153274,True,False,False,Tier1_최우선
744179904,Q3,0.0299724642931972,0.0552878496572283,True,False,False,Tier1_최우선
747221888,Q3,0.0340959050427626,0.0552092077071815,True,False,False,Tier1_최우선
618599232,Q2,0.1352145774522953,0.0550549659687652,True,False,False,Tier1_최우선
736971200,Q4_고가,0.0284492550366433,0.054938862487402,True,False,False,Tier1_최우선
1260559936,Q3,0.0345482248293526,0.0544918811587581,True,False,False,Tier1_최우선
690417152,Q1_저가,0.0527347033352354,0.054453829567452,True,False,False,Tier1_최우선
405964736,Q3,0.0423970677461649,0.0542441581189874,True,False,False,Tier1_최우선
76545152,Q4_고가,0.0299658887552833,0.0539498326010631,True,False,False,Tier1_최우선
743773440,Q4_고가,0.0305321181536049,0.0538245996995354,True,False,False,Tier1_최우선
466546432,Q4_고가,0.028153276291426,0.0537422485468923,True,False,False,Tier1_최우선
1511138496,Q4_고가,0.0414114796552792,0.0536980983271994,True,False,False,Tier1_최우선
564572928,Q3,0.0272198095869511,0.0536844314763408,True,False,False,Tier1_최우선
809568640,Q3,0.0276827179158239,0.0534961944812155,True,False,False,Tier1_최우선
1416081600,Q2,0.026404573467362,0.0534504933903262,True,False,False,Tier1_최우선
886323520,Q4_고가,0.0586100860468574,0.0534189629109742,True,False,False,Tier1_최우선
882485312,Q1_저가,0.0409281178330783,0.053344557152396,True,False,False,Tier1_최우선
1519731776,Q2,0.0330530507877723,0.0533099912047035,True,False,False,Tier1_최우선
797367296,Q4_고가,0.0368396620068556,0.0533065096445382,True,False,False,Tier1_최우선
811940608,Q2,0.0411520069659833,0.0533046629526303,True,False,False,Tier1_최우선
922706688,Q2,0.0429885661676333,0.0532865592268331,True,False,False,Tier1_최우선
883715840,Q4_고가,0.0529935525866897,0.0531776723541903,True,False,False,Tier1_최우선
1484211648,Q1_저가,0.0330610760539039,0.0531477191855864,True,False,False,Tier1_최우선
752622848,Q4_고가,0.0391236745120514,0.0531460106170672,True,False,False,Tier1_최우선
1447995520,Q2,0.0335984416795118,0.0530756744412778,True,False,False,Tier1_최우선
55548224,Q1_저가,0.0479980178121272,0.0528872065142154,True,False,False,Tier1_최우선
821305984,Q2,0.0507589210597662,0.0527252043403198,True,False,False,Tier1_최우선
408156672,Q1_저가,0.1200722650640261,0.0527164648987259,True,False,False,Tier1_최우선
1020172672,Q2,0.031421564007902,0.0525592944340573,True,False,False,Tier1_최우선
408908352,Q3,0.0348754567487117,0.052551086599023,True,False,False,Tier1_최우선
156741056,Q2,0.0266536501213308,0.0525164554195347,True,False,False,Tier1_최우선
437661504,Q4_고가,0.1006303805215029,0.0525080935927659,True,False,False,Tier1_최우선
117004096,Q3,0.036199464750552,0.0524033665651398,True,False,False,Tier1_최우선
810763904,Q4_고가,0.0443472338707022,0.052216242551505,True,False,False,Tier1_최우선
726317760,Q1_저가,0.0351473010086322,0.0519406200966068,True,False,False,Tier1_최우선
67105536,Q4_고가,0.0283536596319665,0.0518512956074566,True,False,False,Tier1_최우선
1371056896,Q4_고가,0.039769035504463,0.0518462271701614,True,False,False,Tier1_최우선
224934208,Q2,0.0471365729736898,0.0518026562887214,True,False,False,Tier1_최우선
1629920640,Q3,0.0285504165996695,0.0517898611050755,True,False,False,Tier1_최우선
982226752,Q4_고가,0.0494176115641993,0.0517784255480873,True,False,False,Tier1_최우선
1255094016,Q1_저가,0.0339049513452756,0.0517057271743901,True,False,False,Tier1_최우선
1502112768,Q3,0.0354904565802389,0.0515953771814727,True,False,False,Tier1_최우선
1160361920,Q1_저가,0.1264545704012282,0.051537861747234,True,False,False,Tier1_최우선
