회원번호,가격구간,treatment_h4,uplift_forest
55204864,Q1_저가,0.0,0.012098038332888694
55455424,Q2,1.0,-0.04084023434404016
55535232,Q2,0.0,-0.019895259495313677
55548224,Q1_저가,0.0,0.05288720651421544
55557504,Q1_저가,0.0,0.007694820847071515
55835904,Q3,0.0,-0.00761301363332495
55947264,Q4_고가,0.0,0.03989894166008123
55988096,Q1_저가,1.0,0.06321666718785399
56470656,Q3,0.0,0.035190203514181964
56507776,Q3,0.0,-0.005096830209048442
56511488,Q1_저가,0.0,0.018814976626810434
56528192,Q1_저가,0.0,0.03492904186813765
56530048,Q4_고가,,-0.03966761733715485
56567168,Q4_고가,0.0,0.03845529980442597
56570880,Q3,1.0,-0.0057574176407199085
56576448,Q3,0.0,0.04510561063594154
56646976,Q3,,0.05635292222943811
56648832,Q4_고가,,0.06100591372594255
56674816,Q1_저가,0.0,0.02773726047923926
56747200,Q4_고가,1.0,0.05508318541692281
57105408,Q1_저가,0.0,0.04857699430685851
57209344,Q3,0.0,0.06550058609686503
57250176,Q3,0.0,-0.02785801698700832
57272448,Q3,0.0,0.1031678110306008
57331840,Q4_고가,1.0,-0.0011554606079299257
57359680,Q2,0.0,-0.022643322794776016
57424640,Q4_고가,0.0,0.010935204644418023
57471040,Q1_저가,0.0,0.0366160498922285
57727168,Q1_저가,,0.03128919263786528
57797696,Q4_고가,0.0,0.0295336510023005
58037120,Q4_고가,0.0,0.13385010805106168
58068672,Q2,,0.005161668657088114
58074240,Q3,1.0,0.026486384950868747
58122496,Q1_저가,0.0,0.047431760757771474
58480704,Q3,0.0,-0.028714822178614513
58484416,Q4_고가,0.0,-0.0018387562116592981
58491840,Q4_고가,0.0,-0.01886282017166635
58545664,Q1_저가,1.0,0.023040291987329736
58560512,Q4_고가,0.0,0.08380464896610895
58805504,Q1_저가,1.0,0.019922396317336902
59011520,Q2,0.0,0.024700471728460793
59046784,Q2,,-0.03928545027064889
59083904,Q1_저가,,0.04971937056048929
59516352,Q3,,0.012935828866504018
59709376,Q3,0.0,0.00021008754235979366
59727936,Q1_저가,0.0,-0.0034785837339371684
59755776,Q3,1.0,-0.061324388433841026
59759488,Q2,,0.010542445041890836
59774336,Q4_고가,0.0,-0.04607032833619551
60210496,Q1_저가,0.0,0.036675286369145965
60275456,Q1_저가,0.0,0.016280583312879834
60277312,Q4_고가,0.0,0.007544368833918846
60312576,Q4_고가,0.0,0.014851291301182123
60314432,Q4_고가,0.0,0.0022142814967123226
60654080,Q2,0.0,0.013728483954977055
60802560,Q3,0.0,0.054394405712828026
60895360,Q3,1.0,0.06684857411863725
60912064,Q3,0.0,-0.010631983650468024
60926912,Q2,0.0,-0.028592127120755484
60956608,Q4_고가,0.0,0.018743944641531618
61197888,Q4_고가,0.0,0.14926971033093028
61201600,Q4_고가,0.0,0.02406935548212398
61203456,Q3,0.0,-0.09572182271524016
61216448,Q3,0.0,-0.039026114097688414
61220160,Q1_저가,0.0,0.04931949310760481
61223872,Q4_고가,1.0,0.015221694657438833
61424320,Q1_저가,0.0,-0.04357190978119374
61426176,Q1_저가,0.0,0.019232917475553113
61441024,Q1_저가,,0.024750988880873584
61442880,Q4_고가,1.0,0.01339151643069364
61452160,Q3,,-0.014290209658251174
61541248,Q4_고가,0.0,0.015863575945896824
61546816,Q3,1.0,-0.009825472143503905
61548672,Q3,,-0.002561795497455277
61652608,Q1_저가,,0.055630382745307294
61713856,Q3,0.0,0.03731664996004355
61750976,Q4_고가,0.0,-0.05405552923761636
61763968,Q1_저가,1.0,-0.012876853346251105
61867904,Q1_저가,0.0,-0.012786674361070394
62012672,Q4_고가,0.0,0.13415353707871147
62261376,Q4_고가,0.0,0.00568191587224065
62326336,Q2,,0.002675768916420962
62341184,Q4_고가,0.0,0.0008086742648562018
62343040,Q3,0.0,0.03052865849302311
62361600,Q1_저가,0.0,0.11168656305583854
62426560,Q1_저가,0.0,0.0371398495726573
62615872,Q1_저가,0.0,-0.02208155597225442
62686400,Q4_고가,0.0,-0.0044266277590755965
62688256,Q4_고가,0.0,0.03506912784472524
62704960,Q1_저가,0.0,-0.05581927485207561
62716096,Q4_고가,,0.02573111533176764
62743936,Q4_고가,0.0,0.018979915236721934
63308160,Q4_고가,1.0,-0.008780428462018208
63553152,Q3,0.0,0.055935553067530175
63655232,Q3,0.0,-0.025549641716704763
63722048,Q2,,0.020613240478357442
63723904,Q1_저가,0.0,0.03412902626219227
63796288,Q3,1.0,0.040760984909680636
63967040,Q2,0.0,0.015169446054610791
64004160,Q3,0.0,0.02419835647409571
64295552,Q2,1.0,0.04170011434707824
64306688,Q4_고가,,0.024962438627969874
64330816,Q2,0.0,0.005007459629965516
64460736,Q2,0.0,-0.029924708332123573
64483008,Q1_저가,0.0,0.011257038053500104
64586944,Q2,0.0,-0.06435304338595438
64679744,Q2,0.0,-0.007948457958785737
64859776,Q1_저가,0.0,0.04401019846465322
64861632,Q4_고가,0.0,0.12208839478565114
64921024,Q3,0.0,0.021110531678559363
64972992,Q4_고가,0.0,0.034601670550824075
65036096,Q4_고가,0.0,0.023848971443742803
65130752,Q4_고가,,0.013420150162223837
65290368,Q1_저가,0.0,0.03717667665040725
65511232,Q3,0.0,0.040767303515578335
65514944,Q3,0.0,0.0194600160488132
65527936,Q4_고가,0.0,0.0015881507714359533
65548352,Q3,0.0,-0.057003330170661615
65639296,Q4_고가,0.0,0.034088777751520194
65650432,Q2,0.0,0.02030203653711761
65873152,Q4_고가,0.0,0.018771433068000554
65888000,Q3,0.0,0.032311385719642094
65900992,Q2,0.0,0.011137742688117375
66053184,Q3,0.0,0.013540759588466816
66201664,Q3,1.0,0.008369019262331912
66205376,Q4_고가,0.0,0.1663382808961711
66285184,Q3,0.0,-0.1453723526235451
66472640,Q3,0.0,0.10492854822670572
66474496,Q4_고가,0.0,0.003934003534669994
66478208,Q4_고가,1.0,0.1005754991094373
66485632,Q3,0.0,0.08122170651546623
66810432,Q1_저가,0.0,-0.05328689685171634
67105536,Q4_고가,0.0,0.051851295607456604
67109248,Q2,0.0,0.006909308573030293
67185344,Q2,1.0,0.014733230354119844
67189056,Q2,1.0,-0.013341626021184383
67302272,Q1_저가,0.0,-0.10309423268473628
67367232,Q1_저가,1.0,0.04455585903903975
67448896,Q4_고가,,-0.016062227404558205
67556544,Q3,0.0,0.05906403104002869
67563968,Q3,0.0,0.047406950943766624
67601088,Q2,0.0,0.018400426352231505
67602944,Q3,0.0,0.040499749845312794
67634496,Q4_고가,0.0,0.0003423362645824657
67705024,Q3,,0.019630745242394387
67821952,Q3,,-0.11762292492601933
67987136,Q4_고가,0.0,-0.004609604958174085
68027968,Q4_고가,1.0,0.0004912218556909487
68200576,Q1_저가,0.0,0.025604185699953277
68276672,Q4_고가,0.0,-0.006888435352159883
68310080,Q4_고가,0.0,0.02702960279600755
68452992,Q4_고가,1.0,-0.03373425552189163
68506816,Q2,,0.008592000773961272
68891008,Q1_저가,0.0,0.08881128184767917
68976384,Q4_고가,0.0,0.00210375199896784
69199104,Q4_고가,0.0,0.025524896564374636
69319744,Q4_고가,0.0,0.003931521722724374
69403264,Q4_고가,1.0,0.038445789509883754
69455232,Q1_저가,0.0,0.027955927880891726
69501632,Q3,1.0,-0.0012754556892904945
69503488,Q2,0.0,0.15007362404290403
69642688,Q2,,-0.0008785039841783249
69731776,Q2,,-0.024090454536949885
69750336,Q1_저가,,0.025492139219584653
69785600,Q3,1.0,0.15573888776093336
69804160,Q3,0.0,0.044138451740564744
69950784,Q4_고가,0.0,0.10177157353702204
70284864,Q4_고가,,0.019898648577964695
70305280,Q3,0.0,0.03384658620194298
70698752,Q3,,0.02018195741586326
70960448,Q4_고가,0.0,-0.011068320028245246
70988288,Q1_저가,0.0,-0.14626327973078868
71056960,Q3,0.0,-0.033904667870160166
71092224,Q3,0.0,-0.040073199731936154
71355776,Q1_저가,0.0,-0.0031569487695827236
71465280,Q4_고가,0.0,0.12179489501992347
71489408,Q3,0.0,0.10366816013300661
71678720,Q3,0.0,-0.05579233360538849
71767808,Q3,0.0,-0.016798893657510666
71901440,Q3,0.0,0.010679385328297153
72131584,Q4_고가,0.0,-0.017270105245314138
72168704,Q2,0.0,-0.031710845536426224
72202112,Q3,0.0,0.028288855701302767
72454528,Q4_고가,,-0.04541141202740773
72796032,Q4_고가,0.0,-0.04960103047127351
72805312,Q3,0.0,-0.009169080954641973
73217344,Q3,0.0,0.03784539573844725
73222912,Q4_고가,0.0,0.023458014929218174
73260032,Q3,0.0,-0.05259327649467066
73265600,Q4_고가,0.0,0.005864786939645206
73545856,Q4_고가,0.0,0.04084827603621588
73551424,Q3,,-0.002835642392361004
73553280,Q1_저가,0.0,-0.08554068740806303
73885504,Q1_저가,,0.052731012430110996
74137920,Q1_저가,0.0,0.03666454386130187
74147200,Q1_저가,,-0.024458857727335498
74169472,Q4_고가,0.0,-0.047891145236432786
74175040,Q4_고가,0.0,-0.07158254773826572
74188032,Q4_고가,0.0,0.022523473133932242
74201024,Q1_저가,1.0,-0.015404907765255604
74425600,Q2,0.0,0.07017862179013568
74470144,Q4_고가,0.0,0.03981393801412115
74562944,Q2,0.0,-0.07707198998949932
74566656,Q1_저가,0.0,0.06341994749602825
74824640,Q4_고가,0.0,0.06923526691107583
75381440,Q4_고가,0.0,-0.07593366638372068
75403712,Q2,0.0,-0.03144961397344537
75438976,Q4_고가,0.0,0.13240929647043087
75596736,Q1_저가,0.0,0.07422898338314715
75730368,Q4_고가,,0.04675953774932695
76160960,Q1_저가,0.0,0.005180938520411432
76498752,Q3,0.0,0.020775640668302175
76541440,Q2,0.0,0.027784693319056086
76545152,Q4_고가,0.0,0.05394983260106312
76554432,Q2,0.0,-0.00582996610878328
77062976,Q2,0.0,-0.0018536494198618803
77760832,Q4_고가,0.0,0.026274451500014506
77881472,Q4_고가,0.0,0.004172114541149519
77901888,Q3,0.0,0.15699718423376308
78319488,Q1_저가,,0.012963575431311311
78516224,Q3,0.0,-0.037117884458805095
78785344,Q3,0.0,0.03322674571302889
78872576,Q2,0.0,0.029482340013124664
78956096,Q2,0.0,-0.048726679146425034
79401536,Q4_고가,0.0,0.04689379808723576
79436800,Q3,0.0,-0.010286041302853821
79451648,Q2,1.0,0.014292351819293114
79473920,Q3,0.0,0.05564830758947459
79561152,Q4_고가,0.0,-0.0043646981021330244
79761600,Q4_고가,0.0,0.045891863399718465
80080832,Q4_고가,0.0,0.13922607785886976
80136512,Q4_고가,0.0,0.009472273522571975
80810240,Q2,0.0,-0.009679886017005146
81101632,Q1_저가,0.0,0.0563746033873366
81376320,Q4_고가,,0.02437641037016125
81704832,Q4_고가,0.0,-0.05470847828975267
82202240,Q2,0.0,-0.030937649944895007
82426816,Q3,0.0,0.1180160021136254
82428672,Q3,0.0,0.002679800342423655
82430528,Q1_저가,0.0,0.07737092400494058
82707072,Q1_저가,0.0,-0.0379601875750811
82805440,Q1_저가,1.0,-0.013984681284939793
83100544,Q1_저가,0.0,0.03867153979437139
83560832,Q2,1.0,0.011096546323262832
83562688,Q2,0.0,-0.012834233248362303
83573824,Q1_저가,0.0,0.056558014913068146
83642496,Q4_고가,0.0,0.041929870669912384
83670336,Q4_고가,0.0,0.002658865142085076
83865216,Q1_저가,,0.01286287774609017
83904192,Q1_저가,0.0,0.06308825079531666
84128768,Q4_고가,1.0,0.02571453743151042
84332928,Q1_저가,0.0,0.04443314952953355
84360768,Q4_고가,0.0,-0.003408754888569343
84702272,Q1_저가,1.0,-0.03732907166443172
85093888,Q3,,0.004970876431498794
85095744,Q4_고가,,-0.00016125015994568337
85127296,Q2,0.0,0.008471312733883463
85413120,Q3,0.0,0.1123807032073385
85582016,Q4_고가,0.0,0.04371128678865488
85849280,Q3,0.0,-0.08732899370267738
86803264,Q3,1.0,0.06719418271959932
86929472,Q4_고가,0.0,0.013724066736797255
86935040,Q2,0.0,-0.006975355819875073
86938752,Q3,1.0,0.033543434983488774
86940608,Q3,0.0,0.11273799521605987
86953600,Q2,1.0,0.014970206381454854
86968448,Q4_고가,,-0.0017318162174290164
86981440,Q2,,0.034422545928712106
86983296,Q4_고가,0.0,-0.04921363558478864
86985152,Q4_고가,0.0,0.07390402164260501
86990720,Q2,,0.008441563157876475
87025984,Q1_저가,0.0,0.037239721280021204
87476992,Q2,0.0,-0.000922837610210836
87536384,Q4_고가,0.0,0.03874362747659991
87586496,Q3,0.0,0.0051683828061104276
87592064,Q4_고가,0.0,-0.00730437426922137
87619904,Q3,0.0,-0.007045654315918082
88191552,Q2,0.0,0.005341280420478101
88759488,Q3,0.0,0.03513915497034126
88772480,Q3,1.0,0.05305875844040886
88831872,Q2,0.0,-0.041847846327333627
89023040,Q4_고가,0.0,0.05812811553495012
89420224,Q4_고가,0.0,0.03319998871525117
89518592,Q4_고가,0.0,0.05131300335358058
89529728,Q2,0.0,-0.049993229634589076
89537152,Q3,0.0,0.009317650015940204
89579840,Q2,0.0,0.013722501660746289
89886080,Q2,0.0,0.039057723269701694
89913920,Q3,1.0,0.05916253299274177
90233152,Q3,0.0,-0.09986573475008792
90288832,Q1_저가,,0.034464054439906994
90492992,Q4_고가,,0.015968899014192517
90903168,Q1_저가,0.0,0.004601533880927322
90910592,Q4_고가,0.0,0.01629166938069454
90916160,Q3,0.0,0.03032059082708538
91287360,Q3,,0.011948770546095028
91409856,Q1_저가,0.0,-0.09946166283492253
91420992,Q1_저가,0.0,0.029848825494188366
91422848,Q4_고가,0.0,0.024801315570697147
91430272,Q4_고가,,0.038276663657733356
91992640,Q3,0.0,0.06943444944423705
92014912,Q2,0.0,0.013370830040677184
92018624,Q2,1.0,-0.007625001297786871
92350848,Q1_저가,0.0,-0.0013311739412272816
92369408,Q3,,0.05923634924565169
92371264,Q3,0.0,0.045943474583888255
92430656,Q1_저가,0.0,-0.01240573356514374
92514176,Q4_고가,0.0,0.0649800848770774
92731328,Q3,0.0,-0.07177587897146481
92835264,Q3,,0.03679099673410349
93013440,Q2,0.0,-0.022011336867250264
93044992,Q2,1.0,0.012491302307121255
93098816,Q2,0.0,-0.015202809580880605
93284416,Q4_고가,0.0,0.0006231003539420021
93390208,Q2,0.0,0.011267597093013157
93731712,Q3,,-0.036603808159145323
93971136,Q3,0.0,0.02141514924825616
94050944,Q4_고가,1.0,0.011052809970501024
94060224,Q3,0.0,0.05480633656532474
94214272,Q2,0.0,0.024664880379841214
94266240,Q3,0.0,-0.013263028314807523
94271808,Q3,0.0,0.15135962132987307
94754368,Q2,0.0,-0.07408390856233066
94971520,Q4_고가,0.0,0.053897107831713295
94997504,Q3,1.0,0.008416731766813484
95001216,Q4_고가,,-0.017444599990079634
95114432,Q1_저가,0.0,0.05493265998716289
95118144,Q4_고가,1.0,0.0618478209456341
95947776,Q2,,0.05195327949122301
96155648,Q4_고가,,0.06263034597001738
96200192,Q1_저가,0.0,0.03854464902187456
96207616,Q3,,0.030879739041530505
96315264,Q4_고가,,0.023811787816318875
96679040,Q3,0.0,0.03853773183589193
96719872,Q4_고가,0.0,0.031087520997954032
96847936,Q1_저가,0.0,0.006850498048764392
97096640,Q3,0.0,0.027807068978644156
97120768,Q2,0.0,-0.008518715024713602
97128192,Q4_고가,1.0,0.011300046758432492
97130048,Q3,0.0,0.010938295919426855
97135616,Q2,,0.00593172147425991
97141184,Q2,0.0,-0.012955695415864388
97219136,Q4_고가,0.0,0.013685839045831816
97532800,Q3,0.0,-0.08597116515378861
97553216,Q3,0.0,-0.0015981492630545158
98169408,Q2,1.0,-0.02368909332540431
98204672,Q2,0.0,-0.028516536553002236
98223232,Q4_고가,0.0,0.014749612632397158
98258496,Q3,0.0,0.0008082170660930199
98262208,Q2,0.0,-0.05402045530195698
99062144,Q1_저가,0.0,0.030112887864805787
99257024,Q1_저가,0.0,-0.0530670337716147
99268160,Q1_저가,0.0,0.022600878921505335
99661632,Q2,1.0,-0.023585323845708772
99763712,Q3,1.0,-0.003461609714181857
99912192,Q2,1.0,0.1028308894248896
99995712,Q4_고가,0.0,0.002835827504491628
100134912,Q1_저가,0.0,-0.0036084290758297
100224000,Q4_고가,0.0,0.0054173831674066975
100225856,Q2,0.0,0.032641663912835184
100548800,Q4_고가,0.0,0.0716044166441297
100856896,Q1_저가,0.0,0.0390973958067443
100932992,Q2,0.0,-0.08561151646574383
100955264,Q4_고가,0.0,-0.0158998667324661
101035072,Q4_고가,0.0,-0.008285390094951717
101300480,Q3,0.0,-0.08564245672586712
101319040,Q3,0.0,0.04027004146263702
101554752,Q2,0.0,0.0015908871853060058
101760768,Q3,,0.040044565966535495
101946368,Q1_저가,0.0,0.035506733344623675
102178368,Q4_고가,0.0,-0.025493534040998217
102328704,Q4_고가,0.0,0.07082526683052176
102560704,Q1_저가,,-0.023661851873928552
102911488,Q1_저가,,0.01994259893290365
103013568,Q1_저가,1.0,0.01937697483202508
103700288,Q4_고가,0.0,0.041089310848855365
103705856,Q1_저가,0.0,0.0013868969625436822
104303488,Q2,1.0,0.004211001101582887
104353600,Q3,1.0,0.014122771092141329
104355456,Q4_고가,0.0,0.002722110440177977
104663552,Q3,0.0,0.014277531825589329
104678400,Q4_고가,0.0,0.041811394994616946
104683968,Q2,0.0,-0.04668790866882644
104735936,Q4_고가,1.0,0.07002865304103878
104754496,Q4_고가,0.0,0.07318050711106672
104800896,Q2,1.0,0.025582807138566088
104871424,Q1_저가,0.0,0.030788174403333285
105060736,Q3,0.0,0.051899477376156786
105071872,Q4_고가,0.0,-0.008408916127922272
105634240,Q1_저가,,0.0819456198986186
105756736,Q4_고가,0.0,-0.01930978962566532
105758592,Q1_저가,0.0,0.0276233390616068
105895936,Q1_저가,0.0,0.08935027109701563
106174336,Q2,1.0,0.000404077411983339
106220736,Q2,1.0,0.0044698588034291775
106256000,Q4_고가,0.0,0.1752065060466123
106437888,Q3,0.0,0.038279526969012406
106757120,Q3,0.0,0.043187120143600516
106760832,Q1_저가,0.0,0.029124612293270832
106829504,Q4_고가,1.0,-0.039092046029788496
106972416,Q2,0.0,0.01579394897239539
107640576,Q1_저가,0.0,0.0375652860001119
107642432,Q4_고가,1.0,0.014758135888669144
107657280,Q4_고가,0.0,-0.028936447745662452
107666560,Q1_저가,0.0,-0.0050386753372120285
108013632,Q1_저가,1.0,0.02029862251272123
108143552,Q2,0.0,-0.04186304317856382
108184384,Q1_저가,0.0,-0.03585884946432738
108212224,Q1_저가,0.0,-0.13998174741732855
108280896,Q1_저가,0.0,0.017808768486691523
108405248,Q2,1.0,-0.02425638581478573
108420096,Q2,0.0,-0.026752766445798604
108843264,Q4_고가,0.0,0.052699579011571074
108934208,Q2,0.0,0.018431213580491046
108956480,Q2,0.0,0.03697846957108927
109065984,Q2,,0.051101259705158
109309120,Q3,0.0,-0.0012983062222039488
109325824,Q3,0.0,0.024110385169452186
109472448,Q1_저가,0.0,-0.07396726288756383
109804672,Q1_저가,0.0,0.03725042097626313
110010688,Q3,,0.008953250284809755
110237120,Q2,0.0,-0.007985514584572084
110320640,Q2,0.0,0.04214843442219693
110934976,Q4_고가,,-0.009104773550916767
111098304,Q3,0.0,-0.04389620002596861
111102016,Q4_고가,,0.023726741143610786
111311744,Q3,0.0,0.04536216969597509
111350720,Q4_고가,0.0,0.03148442788652141
111391552,Q4_고가,,0.007838350380931947
111649536,Q1_저가,0.0,0.029733318095327976
111731200,Q2,0.0,0.04278897289458944
111824000,Q4_고가,,0.007833359907616466
111920512,Q3,0.0,-0.0042894322429415654
112479168,Q4_고가,0.0,0.045949381295033453
112570112,Q3,0.0,-0.04444707005885962
112648064,Q4_고가,0.0,0.03276040512259426
112698176,Q4_고가,0.0,-0.027520844115909604
112766848,Q1_저가,0.0,0.012328588969823098
112800256,Q3,,-0.01861430353848212
114053056,Q4_고가,,0.014720377514305646
